    °C	        No	    CH0	            CH1	            CH2	            CH3
66.148	1854	0.1325049479	512.9550703141	0.4021796228	-0.1761602268
66.176	1855	0.1325161536	512.5426359500	0.4021150113	-0.1761586771
66.202	1856	0.1325264056	512.1258206442	0.4020525457	-0.1761621342
66.212	1857	0.1325306971	511.7096311873	0.4019880534	-0.1761654720
66.237	1858	0.1325405915	511.2946934280	0.4019245149	-0.1761698828
66.264	1859	0.1325515588	510.8816332150	0.4018630029	-0.1761721478
66.283	1860	0.1325593074	510.4717022462	0.4017999412	-0.1761777506
66.305	1861	0.1325680096	510.0580161845	0.4017354489	-0.1761802540
66.340	1862	0.1325824340	509.6437042739	0.4016748906	-0.1761843071
66.363	1863	0.1325916131	509.2331474562	0.4016112329	-0.1761900292
66.393	1864	0.1326037724	508.8194613945	0.4015485288	-0.1761973009
66.410	1865	0.1326105674	508.4107821233	0.4014855863	-0.1762009964
66.432	1866	0.1326195081	507.9995994568	0.4014215709	-0.1762040959
66.457	1867	0.1326297601	507.5896684879	0.4013610125	-0.1762095795
66.479	1868	0.1326384623	507.1803633678	0.4012975932	-0.1762155399
66.500	1869	0.1326471646	506.7723099454	0.4012313128	-0.1762200699
66.533	1870	0.1326605161	506.3617531277	0.4011690856	-0.1762225733
66.554	1871	0.1326689799	505.9530738564	0.4011048318	-0.1762288914
66.581	1872	0.1326797088	505.5500272244	0.4010424853	-0.1762355671
66.603	1873	0.1326887687	505.1350894651	0.4009806157	-0.1762406931
66.628	1874	0.1326989015	504.7351720771	0.4009174347	-0.1762496338
66.657	1875	0.1327103455	504.3283703523	0.4008540154	-0.1762520180
66.679	1876	0.1327194055	503.9215686275	0.4007920266	-0.1762578592
66.707	1877	0.1327307303	503.5141410538	0.4007271767	-0.1762607203
66.725	1878	0.1327380021	503.1110944218	0.4006632805	-0.1762653694
66.762	1879	0.1327529033	502.7074219410	0.4006015301	-0.1762718067
66.774	1880	0.1327576716	502.2987426697	0.4005389452	-0.1762776480
66.800	1881	0.1327684005	501.9007028282	0.4004763603	-0.1762826548
66.823	1882	0.1327776988	501.4970303474	0.4004118681	-0.1762862311
66.853	1883	0.1327896197	501.0933578666	0.4003497601	-0.1762895689
66.874	1884	0.1327982028	500.6903112346	0.4002877712	-0.1762960062
66.907	1885	0.1328113158	500.2903938467	0.4002255440	-0.1762983904
66.931	1886	0.1328210910	499.8917281563	0.4001629591	-0.1763095961
66.954	1887	0.1328305085	499.4905590707	0.4001021624	-0.1763209210
66.980	1888	0.1328408797	499.0918933804	0.4000360012	-0.1763362990
66.996	1889	0.1328473170	498.6913501436	0.3999737740	-0.1763345108
67.024	1890	0.1328587611	498.2983170926	0.3999130964	-0.1763278351
67.053	1891	0.1328703244	497.8971480070	0.3998501539	-0.1763246165
67.079	1892	0.1328810533	497.5016115607	0.3997878075	-0.1763275967
67.103	1893	0.1328907092	497.1054492656	0.3997251034	-0.1763241396
67.118	1894	0.1328969081	496.7080352728	0.3996643066	-0.1763242588
67.143	1895	0.1329069217	496.3081178849	0.3995989799	-0.1763281927
67.174	1896	0.1329194387	495.9163365314	0.3995377063	-0.1763272391
67.210	1897	0.1329338630	495.5251810268	0.3994755983	-0.1763289080
67.227	1898	0.1329408963	495.1252636388	0.3994121790	-0.1763258085
67.244	1899	0.1329476913	494.7353598318	0.3993495941	-0.1763284311
67.269	1900	0.1329577048	494.3435784783	0.3992889165	-0.1763303385
67.295	1901	0.1329681953	493.9486678808	0.3992271661	-0.1763346300
67.323	1902	0.1329797586	493.5562606785	0.3991647005	-0.1763368950
67.343	1903	0.1329878648	493.1676085691	0.3991012811	-0.1763409481
67.359	1904	0.1329941829	492.7752013669	0.3990382194	-0.1763428555
67.382	1905	0.1330033620	492.3821683158	0.3989762306	-0.1763447628
67.402	1906	0.1330115874	491.9916386599	0.3989140033	-0.1763552532
67.431	1907	0.1330231507	491.6029865505	0.3988511800	-0.1763591871
67.451	1908	0.1330314954	491.2124568947	0.3987890720	-0.1763626442
67.472	1909	0.1330396016	490.8294374245	0.3987279176	-0.1763633595
67.502	1910	0.1330521186	490.4407853151	0.3986662864	-0.1763662205
67.538	1911	0.1330663045	490.0540107521	0.3986022710	-0.1763782606
67.553	1912	0.1330723842	489.6678620379	0.3985405206	-0.1763872013
67.578	1913	0.1330826362	489.2804616261	0.3984788894	-0.1763953076
67.600	1914	0.1330913385	488.8899319702	0.3984158277	-0.1763949499
67.626	1915	0.1331019481	488.5044091048	0.3983553885	-0.1764007912
67.654	1916	0.1331132730	488.1276481228	0.3982932805	-0.1764081822
67.676	1917	0.1331220945	487.7389960133	0.3982289075	-0.1764096127
67.705	1918	0.1331340154	487.3540989968	0.3981677531	-0.1764130697
67.724	1919	0.1331417640	486.9704536778	0.3981077908	-0.1764241562
67.742	1920	0.1331490358	486.5905634517	0.3980435370	-0.1764412031
67.765	1921	0.1331582149	486.2075439815	0.3979834555	-0.1764386997
67.793	1922	0.1331693013	485.8251503602	0.3979200362	-0.1764453755
67.811	1923	0.1331769307	485.4446342852	0.3978619813	-0.1764470444
67.841	1924	0.1331887325	485.0653699079	0.3978002308	-0.1764483557
67.863	1925	0.1331976732	484.6823504378	0.3977387189	-0.1764546738
67.881	1926	0.1332050641	484.3055894557	0.3976772069	-0.1764626608
67.892	1927	0.1332095941	483.9288284736	0.3976158141	-0.1764606343
67.924	1928	0.1332224687	483.5470607011	0.3975535868	-0.1764615879
67.944	1929	0.1332306941	483.1702997190	0.3974923132	-0.1764673100
67.978	1930	0.1332444032	482.7954162833	0.3974319933	-0.1764683829
67.993	1931	0.1332502445	482.4161519060	0.3973680971	-0.1764717207
68.019	1932	0.1332609733	482.0418943192	0.3973064659	-0.1764731512
68.041	1933	0.1332696756	481.6670108835	0.3972456692	-0.1764751778
68.060	1934	0.1332773050	481.2940049943	0.3971843956	-0.1764782772
68.084	1935	0.1332871993	480.9197474074	0.3971228836	-0.1764831648
68.122	1936	0.1333025773	480.5436122741	0.3970592259	-0.1764878140
68.141	1937	0.1333100875	480.1699805361	0.3970006941	-0.1764850722
68.163	1938	0.1333189090	479.8019814373	0.3969381092	-0.1764859066
68.190	1939	0.1333298763	479.4277238505	0.3968770741	-0.1764831648
68.207	1940	0.1333365520	479.0540921124	0.3968162773	-0.1764850722
68.238	1941	0.1333490690	478.6854671648	0.3967552422	-0.1764850722
68.253	1942	0.1333552678	478.3155905196	0.3966905115	-0.1764862643
68.276	1943	0.1333648046	477.9488431185	0.3966299532	-0.1764900790
68.305	1944	0.1333763679	477.5733338340	0.3965728519	-0.1764911518
68.323	1945	0.1333836397	477.2015796424	0.3965084789	-0.1764866219
68.339	1946	0.1333901962	476.8367097876	0.3964493511	-0.1764873371
68.368	1947	0.1334016403	476.4662072936	0.3963889120	-0.1764853106
68.389	1948	0.1334101041	476.1013374389	0.3963263271	-0.1764696942
68.414	1949	0.1334202369	475.7333383401	0.3962638614	-0.1764658795
68.438	1950	0.1334300121	475.3722235782	0.3962053297	-0.1764751778
68.460	1951	0.1334390720	475.0054761771	0.3961429832	-0.1764835224
68.482	1952	0.1334477743	474.6406063223	0.3960839746	-0.1764922247
68.510	1953	0.1334590991	474.2738589212	0.3960235355	-0.1764795885
68.536	1954	0.1334694704	473.9096149152	0.3959627388	-0.1764763699
68.554	1955	0.1334767421	473.5459967581	0.3959021804	-0.1764739857
68.583	1956	0.1334884246	473.1867595426	0.3958416221	-0.1764762507
68.608	1957	0.1334987958	472.8231413855	0.3957803485	-0.1764764891
68.631	1958	0.1335078557	472.4639041700	0.3957190749	-0.1764744625
68.659	1959	0.1335191806	472.1021635593	0.3956587550	-0.1764611111
68.675	1960	0.1335257371	471.7410487974	0.3955972430	-0.1764599190
68.695	1961	0.1335337242	471.3824374308	0.3955377576	-0.1764540777
68.722	1962	0.1335448106	471.0232002153	0.3954779145	-0.1764519320
68.744	1963	0.1335536321	470.6645888486	0.3954162833	-0.1764488325
68.767	1964	0.1335630496	470.3078550284	0.3953565595	-0.1764459715
68.792	1965	0.1335729440	469.9486178129	0.3952969548	-0.1764447794
68.810	1966	0.1335803350	469.5918839927	0.3952343699	-0.1764485941
68.836	1967	0.1335907062	469.2414086605	0.3951745269	-0.1764506207
68.863	1968	0.1336016735	468.8777905034	0.3951146838	-0.1764586077
68.890	1969	0.1336125215	468.5254376248	0.3950547215	-0.1764501438
68.905	1970	0.1336186012	468.1693296533	0.3949954745	-0.1764495478
68.926	1971	0.1336269458	467.8182284724	0.3949343201	-0.1764541970
68.944	1972	0.1336343368	467.4608688033	0.3948759076	-0.1764586077
68.966	1973	0.1336433967	467.1103934711	0.3948141572	-0.1764536009
68.987	1974	0.1336518606	466.7574147437	0.3947545525	-0.1764428721
69.018	1975	0.1336642583	466.4100686556	0.3946929213	-0.1764348851
69.039	1976	0.1336726030	466.0577157770	0.3946335551	-0.1764347658
69.054	1977	0.1336786827	465.7047370496	0.3945733544	-0.1764333353
69.082	1978	0.1336902460	465.3542617175	0.3945130345	-0.1764288054
69.109	1979	0.1337008556	465.0062897805	0.3944527146	-0.1764295206
69.128	1980	0.1337086042	464.6583178436	0.3943929907	-0.1764284477
69.144	1981	0.1337150415	464.3065908138	0.3943360087	-0.1764216528
69.164	1982	0.1337231477	463.9604964233	0.3942765232	-0.1764189110
69.185	1983	0.1337318500	463.6144020328	0.3942136999	-0.1764179573
69.209	1984	0.1337415060	463.2683076422	0.3941569563	-0.1764136658
69.232	1985	0.1337508043	462.9247166470	0.3940968748	-0.1764106856
69.254	1986	0.1337596258	462.5773705588	0.3940365549	-0.1764057980
69.279	1987	0.1337696394	462.2325278659	0.3939789768	-0.1764052019
69.299	1988	0.1337776264	461.8901885682	0.3939151999	-0.1764004336
69.324	1989	0.1337877592	461.5440941777	0.3938588139	-0.1763985262
69.352	1990	0.1337990841	461.2023807289	0.3937980171	-0.1763944731
69.371	1991	0.1338068327	460.8550346407	0.3937410351	-0.1763925658
69.397	1992	0.1338174423	460.5189538311	0.3936810728	-0.1763923273
69.422	1993	0.1338274559	460.1772403823	0.3936233755	-0.1763918505
69.446	1994	0.1338372310	459.8317718406	0.3935625788	-0.1763837443
69.462	1995	0.1338434299	459.4944393333	0.3935017820	-0.1763824330
69.486	1996	0.1338533243	459.1564809773	0.3934453960	-0.1763799296
69.506	1997	0.1338613113	458.8147675285	0.3933880564	-0.1763786183
69.531	1998	0.1338715633	458.4768091724	0.3933276172	-0.1763757572
69.556	1999	0.1338816961	458.1338440260	0.3932675358	-0.1763742075
69.581	2000	0.1338914713	457.8027700068	0.3932097193	-0.1763755188
69.597	2001	0.1338982662	457.4648116508	0.3931516643	-0.1763703928
69.617	2002	0.1339063724	457.1237240507	0.3930920597	-0.1763708697
69.640	2003	0.1339155515	456.7939017292	0.3930341240	-0.1763702736
69.664	2004	0.1339250883	456.4540658268	0.3929753538	-0.1763699160
69.687	2005	0.1339342674	456.1217401100	0.3929141994	-0.1763714657
69.710	2006	0.1339438041	455.7862851492	0.3928563829	-0.1763736115
69.730	2007	0.1339517912	455.4583403741	0.3927978511	-0.1763737307
69.751	2008	0.1339602550	455.1228854133	0.3927381273	-0.1763788567
69.781	2009	0.1339724144	454.7886821502	0.3926776882	-0.1763832674
69.793	2010	0.1339770635	454.4526013406	0.3926205869	-0.1763862477
69.820	2011	0.1339881500	454.1271599607	0.3925637241	-0.1763880358
69.842	2012	0.1339970907	453.7985893368	0.3925063844	-0.1763918505
69.857	2013	0.1340031704	453.4631343760	0.3924468990	-0.1763972149
69.872	2014	0.1340092500	453.1351896009	0.3923895593	-0.1763985262
69.904	2015	0.1340222439	452.8072448258	0.3923315044	-0.1764029370
69.922	2016	0.1340291580	452.4767966555	0.3922723766	-0.1764068709
69.940	2017	0.1340366682	452.1501035780	0.3922149177	-0.1764177189
69.970	2018	0.1340485891	451.8227846517	0.3921569820	-0.1764254675
69.991	2019	0.1340570530	451.4935881790	0.3920991654	-0.1764282093
70.002	2020	0.1340618213	451.1662692527	0.3920407529	-0.1764327393
70.025	2021	0.1340707620	450.8414537216	0.3919834132	-0.1764351235
70.051	2022	0.1340813717	450.5153864929	0.3919240470	-0.1764414416
70.081	2023	0.1340936502	450.1980811476	0.3918664689	-0.1764454947
70.099	2024	0.1341008028	449.8682588260	0.3918075795	-0.1764522896
70.119	2025	0.1341090282	449.5440691438	0.3917510743	-0.1764569388
70.140	2026	0.1341174921	449.2261379496	0.3916903968	-0.1764582501
70.158	2027	0.1341247639	448.9025741161	0.3916343684	-0.1764632569
70.176	2028	0.1341319164	448.5827653755	0.3915750022	-0.1764651642
70.198	2029	0.1341406187	448.2566981469	0.3915202851	-0.1764667139
70.227	2030	0.1341526588	447.9393928015	0.3914629454	-0.1764663563
70.247	2031	0.1341605266	447.6152031192	0.3914057250	-0.1764694557
70.270	2032	0.1341698250	447.2960202274	0.3913487429	-0.1764668331
70.284	2033	0.1341753086	446.9812182773	0.3912892575	-0.1764651642
70.314	2034	0.1341877064	446.6632870831	0.3912328715	-0.1764645682
70.336	2035	0.1341964086	446.3416007961	0.3911766047	-0.1764639721
70.351	2036	0.1342024883	446.0293022412	0.3911195034	-0.1764636145
70.377	2037	0.1342128595	445.7063642565	0.3910633559	-0.1764627800
70.396	2038	0.1342206081	445.3928140040	0.3910060162	-0.1764546738
70.419	2039	0.1342299065	445.0767603562	0.3909489149	-0.1764510975
70.435	2040	0.1342364630	444.7619584061	0.3908907408	-0.1764633761
70.463	2041	0.1342475494	444.4459047583	0.3908363814	-0.1764640913
70.485	2042	0.1342566093	444.1323545058	0.3907783264	-0.1764587269
70.502	2043	0.1342634043	443.8200559509	0.3907207483	-0.1764596806
70.521	2044	0.1342712721	443.5046281519	0.3906626934	-0.1764625416
70.537	2045	0.1342775902	443.1973363875	0.3906059498	-0.1764649258
70.560	2046	0.1342870077	442.8800310421	0.3905487293	-0.1764619456
70.584	2047	0.1342964252	442.5652290920	0.3904921049	-0.1764580117
70.599	2048	0.1343027433	442.2573114787	0.3904352421	-0.1764567004
70.622	2049	0.1343119224	441.9487680166	0.3903796906	-0.1764525280
70.644	2050	0.1343207439	441.6389728569	0.3903221125	-0.1764515744
70.667	2051	0.1343301615	441.3260484532	0.3902675146	-0.1764469252
70.688	2052	0.1343385061	441.0181308400	0.3902120823	-0.1764457331
70.705	2053	0.1343454203	440.7102132267	0.3901545042	-0.1764422760
70.724	2054	0.1343529304	440.4022956134	0.3900976414	-0.1764447794
70.747	2055	0.1343623480	440.0968813954	0.3900411361	-0.1764450178
70.772	2056	0.1343723616	439.7902154797	0.3899832004	-0.1764477597
70.794	2057	0.1343811831	439.4873046569	0.3899294370	-0.1764495478
70.814	2058	0.1343892893	439.1862713806	0.3898732895	-0.1764525280
70.836	2059	0.1343984684	438.8752245233	0.3898163074	-0.1764531241
70.853	2060	0.1344052633	438.5735653981	0.3897606367	-0.1764581309
70.884	2061	0.1344175419	438.2694028777	0.3897050851	-0.1764589653
70.901	2062	0.1344244560	437.9627369620	0.3896502489	-0.1764626608
70.918	2063	0.1344312510	437.6629553832	0.3895946973	-0.1764685021
70.943	2064	0.1344413837	437.3606704092	0.3895390266	-0.1764736281
70.958	2065	0.1344473442	437.0608888305	0.3894852632	-0.1764894829
70.977	2066	0.1344552120	436.7592297053	0.3894280427	-0.1765072451
70.993	2067	0.1344615301	436.4588222777	0.3893709415	-0.1765295372
71.020	2068	0.1344727358	436.1596665478	0.3893150323	-0.1765264378
71.040	2069	0.1344806036	435.8611366666	0.3892597192	-0.1765223847
71.061	2070	0.1344891867	435.5601033902	0.3892038100	-0.1765217886
71.069	2071	0.1344922861	435.2659544507	0.3891477817	-0.1765233383
71.093	2072	0.1345020613	434.9655470232	0.3890917533	-0.1765238152
71.117	2073	0.1345115980	434.6613845027	0.3890340560	-0.1765233383
71.139	2074	0.1345207771	434.3691131097	0.3889822000	-0.1765276299
71.155	2075	0.1345268568	434.0762158678	0.3889235490	-0.1765273915
71.178	2076	0.1345363936	433.7789376842	0.3888687127	-0.1765325175
71.207	2077	0.1345478376	433.4847887447	0.3888149493	-0.1765318022
71.220	2078	0.1345534405	433.1918915029	0.3887604707	-0.1765329943
71.237	2079	0.1345599970	432.8958650169	0.3887062304	-0.1765325175
71.249	2080	0.1345650038	432.6035936239	0.3886506789	-0.1765288220
71.271	2081	0.1345739445	432.3088188355	0.3885965579	-0.1765308485
71.299	2082	0.1345852694	432.0184249889	0.3885406487	-0.1765353785
71.313	2083	0.1345909914	431.7267794446	0.3884872430	-0.1765349017
71.334	2084	0.1345993361	431.4345080515	0.3884312146	-0.1765333519
71.364	2085	0.1346114954	431.1409849609	0.3883785241	-0.1765363322
71.376	2086	0.1346163830	430.8505911142	0.3883240454	-0.1765335903
71.401	2087	0.1346263966	430.5633265116	0.3882696860	-0.1765315638
71.413	2088	0.1346310457	430.2760619090	0.3882136576	-0.1765326367
71.433	2089	0.1346390328	429.9844163647	0.3881626361	-0.1765298949
71.452	2090	0.1346470198	429.6940225180	0.3881061308	-0.1765284643
71.476	2091	0.1346564373	429.4073837642	0.3880533211	-0.1765282259
71.502	2092	0.1346669277	429.1219967080	0.3879969351	-0.1765257225
71.516	2093	0.1346726498	428.8347321054	0.3879428141	-0.1765214310
71.536	2094	0.1346807560	428.5487192004	0.3878883355	-0.1765222655
71.549	2095	0.1346858820	428.2620804466	0.3878344529	-0.1765368090
71.578	2096	0.1346975645	427.9760675416	0.3877790205	-0.1765660153
71.596	2097	0.1347050747	427.6919321830	0.3877243035	-0.1765656576
71.615	2098	0.1347128233	427.4077968244	0.3876734011	-0.1765548096
71.638	2099	0.1347218832	427.1261648611	0.3876185648	-0.1765411005
71.649	2100	0.1347262940	426.8432812001	0.3875642054	-0.1765337096
71.668	2101	0.1347341618	426.5585199927	0.3875112765	-0.1765273915
71.690	2102	0.1347427448	426.2787655758	0.3874548905	-0.1765213118
71.707	2103	0.1347497782	425.9958819148	0.3874013655	-0.1765170203
71.725	2104	0.1347571692	425.7148758003	0.3873476021	-0.1765112982
71.750	2105	0.1347673020	425.4351213834	0.3872934811	-0.1765071259
71.770	2106	0.1347754082	425.1541152688	0.3872421019	-0.1765059338
71.788	2107	0.1347824415	424.8762383983	0.3871857159	-0.1765030728
71.804	2108	0.1347888788	424.6002390742	0.3871325485	-0.1765015230
71.825	2109	0.1347972235	424.3192329597	0.3870818846	-0.1765003310
71.841	2110	0.1348038992	424.0382268452	0.3870271675	-0.1765005694
71.862	2111	0.1348124823	423.7622275211	0.3869723312	-0.1765009270
71.884	2112	0.1348210654	423.4849764994	0.3869203560	-0.1764985428
71.902	2113	0.1348284563	423.2096030241	0.3868673078	-0.1765008078
71.917	2114	0.1348346552	422.9311003048	0.3868142597	-0.1765018807
71.941	2115	0.1348443112	422.6569785271	0.3867603771	-0.1765031920
71.967	2116	0.1348548016	422.3784758078	0.3867086403	-0.1765093909
71.990	2117	0.1348638615	422.1068574254	0.3866554729	-0.1765133248
72.002	2118	0.1348688683	421.8352390430	0.3866014711	-0.1765139208
72.023	2119	0.1348773321	421.5642465093	0.3865475885	-0.1765188084
72.046	2120	0.1348866305	421.2888730341	0.3864952556	-0.1765220270
72.056	2121	0.1348906836	421.0166288028	0.3864422075	-0.1765241728
72.080	2122	0.1349002203	420.7443845716	0.3863892786	-0.1765290604
72.093	2123	0.1349057040	420.4683852475	0.3863353960	-0.1765316830
72.115	2124	0.1349145254	420.2005219579	0.3862834207	-0.1765345440
72.138	2125	0.1349235854	419.9270260291	0.3862310878	-0.1765357361
72.161	2126	0.1349331221	419.6566593442	0.3861792318	-0.1765384779
72.171	2127	0.1349369368	419.3875443570	0.3861246339	-0.1765419350
72.193	2128	0.1349459967	419.1171776722	0.3860731355	-0.1765472994
72.212	2129	0.1349537453	418.8518177779	0.3860227100	-0.1765514717
72.239	2130	0.1349645933	418.5845803371	0.3859690658	-0.1765557633
72.254	2131	0.1349705538	418.3148395011	0.3859158984	-0.1765561209
72.271	2132	0.1349772295	418.0501054555	0.3858644000	-0.1765574322
72.290	2133	0.1349848589	417.7784870731	0.3858117095	-0.1765591011
72.311	2134	0.1349935612	417.5168822716	0.3857636682	-0.1765630350
72.324	2135	0.1349986872	417.2496448308	0.3857081166	-0.1765658961
72.354	2136	0.1350108466	416.9817815412	0.3856563798	-0.1765658961
72.375	2137	0.1350193104	416.7189250421	0.3856046430	-0.1765706644
72.382	2138	0.1350220522	416.4548168453	0.3855542174	-0.1765724526
72.414	2139	0.1350350460	416.1869535558	0.3855010501	-0.1765744791
72.430	2140	0.1350416026	415.9291038471	0.3854485980	-0.1765760289
72.443	2141	0.1350467286	415.6606147087	0.3853980533	-0.1765723334
72.461	2142	0.1350541195	415.4008874536	0.3853448859	-0.1765749560
72.483	2143	0.1350629410	415.1380309545	0.3852941027	-0.1765745983
72.503	2144	0.1350709280	414.8751744554	0.3852411738	-0.1765747176
72.514	2145	0.1350752196	414.6192022931	0.3851900330	-0.1765732870
72.535	2146	0.1350840411	414.3563457940	0.3851363888	-0.1765744791
72.556	2147	0.1350925049	414.1016253294	0.3850852481	-0.1765757904
72.579	2148	0.1351015648	413.8368912838	0.3850364915	-0.1765731678
72.589	2149	0.1351056179	413.5790415751	0.3849864236	-0.1765728102
72.605	2150	0.1351121745	413.3186884712	0.3849321833	-0.1765807972
72.633	2151	0.1351233801	413.0595870650	0.3848814002	-0.1765786515
72.649	2152	0.1351300559	412.7998598099	0.3848290673	-0.1765775786
72.656	2153	0.1351327977	412.5470168917	0.3847803107	-0.1765736447
72.680	2154	0.1351422152	412.2885413342	0.3847270241	-0.1765718565
72.698	2155	0.1351496062	412.0338208696	0.3846757641	-0.1765687571
72.725	2156	0.1351605734	411.7747194633	0.3846229544	-0.1765655384
72.750	2157	0.1351707062	411.5193731498	0.3845718136	-0.1765654192
72.764	2158	0.1351764283	411.2652785340	0.3845219841	-0.1765632735
72.775	2159	0.1351806006	411.0149390110	0.3844697705	-0.1765599356
72.789	2160	0.1351863226	410.7583410000	0.3844205370	-0.1765557633
72.807	2161	0.1351935944	410.5061239306	0.3843707075	-0.1765549288
72.832	2162	0.1352034888	410.2526551636	0.3843201628	-0.1765556441
72.845	2163	0.1352087340	409.9973088501	0.3842711678	-0.1765604124
72.860	2164	0.1352150521	409.7457176295	0.3842195501	-0.1765568362
72.883	2165	0.1352241120	409.4960039554	0.3841668596	-0.1765515910
72.898	2166	0.1352304301	409.2450385836	0.3841158381	-0.1765509949
72.910	2167	0.1352350792	408.9940732118	0.3840682735	-0.1765499220
72.927	2168	0.1352421126	408.7443595376	0.3840184441	-0.1765502797
72.951	2169	0.1352516493	408.4877615266	0.3839682569	-0.1765501604
72.972	2170	0.1352603516	408.2399253988	0.3839180698	-0.1765463457
72.990	2171	0.1352675042	407.9808239925	0.3838660946	-0.1765546904
73.009	2172	0.1352748951	407.7273552255	0.3838132849	-0.1765477763
73.024	2173	0.1352810940	407.4745123073	0.3837601175	-0.1765462265
73.044	2174	0.1352892003	407.2216693891	0.3837104072	-0.1765412197
73.066	2175	0.1352981410	406.9669489245	0.3836590280	-0.1765374050
73.085	2176	0.1353058896	406.7147318551	0.3836076488	-0.1765372858
73.107	2177	0.1353145918	406.4556304488	0.3835549583	-0.1765434847
73.121	2178	0.1353204331	406.1990324377	0.3835017910	-0.1765437231
73.144	2179	0.1353293738	405.9455636707	0.3834511270	-0.1765437231
73.165	2180	0.1353381953	405.6914690549	0.3833992710	-0.1765388356
73.185	2181	0.1353461823	405.4354968927	0.3833459844	-0.1765297757
73.195	2182	0.1353502354	405.1826539745	0.3832917442	-0.1765259610
73.220	2183	0.1353602490	404.9266818122	0.3832427492	-0.1765246497
73.238	2184	0.1353675208	404.6707096500	0.3831891050	-0.1765239344
73.261	2185	0.1353768191	404.4122340925	0.3831371297	-0.1765210734
73.274	2186	0.1353819451	404.1562619302	0.3830850353	-0.1765160666
73.294	2187	0.1353900513	403.9065482561	0.3830337753	-0.1765146361
73.318	2188	0.1353998265	403.6486985474	0.3829800119	-0.1765112982
73.331	2189	0.1354048333	403.3964814780	0.3829258909	-0.1765080796
73.354	2190	0.1354142508	403.1336249789	0.3828737964	-0.1765034304
73.366	2191	0.1354192576	402.8807820607	0.3828221788	-0.1765025959
73.392	2192	0.1354296288	402.6210548056	0.3827669849	-0.1764994965
73.409	2193	0.1354365430	402.3694635850	0.3827129831	-0.1764971123
73.430	2194	0.1354450068	402.1109880275	0.3826612462	-0.1764946089
73.453	2195	0.1354543051	401.8568934117	0.3826078405	-0.1764936552
73.469	2196	0.1354607424	401.6009212494	0.3825537194	-0.1764915095
73.497	2197	0.1354720673	401.3480783312	0.3824994792	-0.1764890061
73.515	2198	0.1354789815	401.0852218321	0.3824457158	-0.1764851914
73.530	2199	0.1354851803	400.8330047627	0.3823898067	-0.1764829264
73.550	2200	0.1354931674	400.5770326005	0.3823381890	-0.1764824496
73.571	2201	0.1355017504	400.3191828918	0.3822858561	-0.1764791117
73.590	2202	0.1355092606	400.0632107296	0.3822322120	-0.1764789925
73.616	2203	0.1355198703	399.8109936602	0.3821788062	-0.1764770851
73.631	2204	0.1355259499	399.5500147074	0.3821263541	-0.1764745817
73.648	2205	0.1355329833	399.2934166964	0.3820718755	-0.1764729128
73.670	2206	0.1355416856	399.0336894413	0.3820171584	-0.1764708863
73.690	2207	0.1355496726	398.7814723719	0.3819641103	-0.1764681444
73.712	2208	0.1355584941	398.5229968144	0.3819116582	-0.1764679060
73.736	2209	0.1355683884	398.2663988034	0.3818568219	-0.1764667139
73.758	2210	0.1355769715	398.0079232459	0.3818034161	-0.1764667139
73.778	2211	0.1355851969	397.7488218396	0.3817491759	-0.1764657603
73.798	2212	0.1355933032	397.4941013750	0.3816961278	-0.1764626608
73.825	2213	0.1356040320	397.2349999687	0.3816428412	-0.1764618264
73.841	2214	0.1356104693	396.9802795041	0.3815872897	-0.1764624224
73.867	2215	0.1356209597	396.7243073418	0.3815316189	-0.1764596806
73.882	2216	0.1356270394	396.4608249939	0.3814786900	-0.1764586077
73.910	2217	0.1356383643	396.2067303781	0.3814246882	-0.1764559851
73.930	2218	0.1356465897	395.9482548206	0.3813694943	-0.1764538393
73.943	2219	0.1356519542	395.6985411464	0.3813145388	-0.1764532433
73.967	2220	0.1356616101	395.4363104961	0.3812622059	-0.1764525280
73.984	2221	0.1356682858	395.1778349386	0.3812076081	-0.1764495478
74.006	2222	0.1356773457	394.9231144740	0.3811518181	-0.1764505015
74.034	2223	0.1356883130	394.6640130677	0.3810982931	-0.1764443026
74.048	2224	0.1356941542	394.4049116614	0.3810426224	-0.1764470444
74.074	2225	0.1357044062	394.1489394992	0.3809883822	-0.1764432297
74.091	2226	0.1357115588	393.8935931858	0.3809353340	-0.1764426337
74.119	2227	0.1357226453	393.6388727211	0.3808808554	-0.1764421568
74.141	2228	0.1357314668	393.3803971637	0.3808253038	-0.1764403687
74.152	2229	0.1357358775	393.1244250014	0.3807702291	-0.1764375077
74.180	2230	0.1357473216	392.8646977463	0.3807175386	-0.1764376269
74.208	2231	0.1357587657	392.6068480377	0.3806637752	-0.1764356003
74.219	2232	0.1357630572	392.3533792706	0.3806059587	-0.1764328585
74.241	2233	0.1357718787	392.0930261667	0.3805533874	-0.1764333353
74.259	2234	0.1357792697	391.8389315509	0.3804989088	-0.1764321432
74.275	2235	0.1357858262	391.5823335399	0.3804443109	-0.1764314280
74.291	2236	0.1357922635	391.3232321336	0.3803867328	-0.1764472828
74.318	2237	0.1358029923	391.0697633666	0.3803341615	-0.1764503823
74.338	2238	0.1358110986	390.8112878091	0.3802774179	-0.1764421568
74.361	2239	0.1358201585	390.5578190421	0.3802221048	-0.1764490710
74.385	2240	0.1358299336	390.3018468798	0.3801681030	-0.1764571772
74.411	2241	0.1358406625	390.0427454735	0.3801132667	-0.1764593230
