    °C	        No	    CH0	            CH1	            CH2	            CH3
83.613	2698	0.1395455682	292.2851617506	0.3549870464	-0.1771340476
83.637	2699	0.1395552242	292.1042914453	0.3549304220	-0.1771402465
83.664	2700	0.1395658338	291.9234211399	0.3548753473	-0.1771509753
83.680	2701	0.1395725095	291.7431766834	0.3548193189	-0.1771510945
83.707	2702	0.1395831191	291.5654356221	0.3547607872	-0.1771503792
83.726	2703	0.1395909869	291.3851911655	0.3547053549	-0.1771558629
83.739	2704	0.1395961129	291.2068242554	0.3546509954	-0.1771586047
83.764	2705	0.1396062457	291.0265797989	0.3545938942	-0.1771582471
83.787	2706	0.1396151864	290.8463353423	0.3545376274	-0.1771569358
83.805	2707	0.1396225774	290.6679684322	0.3544802877	-0.1771623002
83.833	2708	0.1396340215	290.4914790685	0.3544264051	-0.1771676646
83.852	2709	0.1396414125	290.3049761239	0.3543676349	-0.1771679030
83.875	2710	0.1396508300	290.1272350626	0.3543083879	-0.1771683799
83.897	2711	0.1396597707	289.9501198500	0.3542521211	-0.1771705256
83.910	2712	0.1396650159	289.7705012423	0.3541950199	-0.1771702872
83.935	2713	0.1396750295	289.5833724489	0.3541394683	-0.1771719561
83.956	2714	0.1396833741	289.4056313876	0.3540816518	-0.1771732674
83.976	2715	0.1396914804	289.2260127798	0.3540237161	-0.1771725522
83.999	2716	0.1397004211	289.0488975673	0.3539685222	-0.1771741019
84.021	2717	0.1397092426	288.8630204715	0.3539097520	-0.1771739827
84.036	2718	0.1397153222	288.6808984685	0.3538505050	-0.1771752940
84.058	2719	0.1397245014	288.5019057096	0.3537967416	-0.1771768437
84.076	2720	0.1397314155	288.3185320090	0.3537385675	-0.1771780358
84.098	2721	0.1397405946	288.1407909477	0.3536807509	-0.1771786319
84.127	2722	0.1397520387	287.9592947936	0.3536229344	-0.1771793471
84.150	2723	0.1397613370	287.7765469418	0.3535645219	-0.1771780358
84.165	2724	0.1397672975	287.5950507876	0.3535087319	-0.1771773206
84.187	2725	0.1397761190	287.4160580287	0.3534512731	-0.1771794663
84.213	2726	0.1397867286	287.2358135722	0.3533928605	-0.1771813737
84.235	2727	0.1397954309	287.0518140228	0.3533359977	-0.1771829234
84.265	2728	0.1398073518	286.8740729615	0.3532818766	-0.1771837579
84.275	2729	0.1398114049	286.6944543537	0.3532242986	-0.1771813737
84.291	2730	0.1398178422	286.5110806531	0.3531637402	-0.1771832810
84.319	2731	0.1398290479	286.3289586502	0.3531037780	-0.1771835194
84.343	2732	0.1398387039	286.1468366472	0.3530461999	-0.1771838771
84.369	2733	0.1398494327	285.9665921907	0.3529892178	-0.1771853076
84.389	2734	0.1398573005	285.7882252805	0.3529324742	-0.1771872149
84.413	2735	0.1398669565	285.6086066728	0.3528737040	-0.1771874533
84.437	2736	0.1398764932	285.4264846698	0.3528155299	-0.1771880494
84.449	2737	0.1398815000	285.2456143645	0.3527569981	-0.1771913872
84.473	2738	0.1398912752	285.0634923615	0.3526997776	-0.1771942483
84.493	2739	0.1398991430	284.8832479050	0.3526406498	-0.1771978245
84.521	2740	0.1399103486	284.7005000532	0.3525829525	-0.1772006856
84.541	2741	0.1399184549	284.5196297478	0.3525246592	-0.1772005664
84.563	2742	0.1399273956	284.3412628377	0.3524668427	-0.1772052155
84.581	2743	0.1399346673	284.1635217764	0.3524077149	-0.1772080765
84.606	2744	0.1399445617	283.9807739246	0.3523496599	-0.1772118912
84.632	2745	0.1399549329	283.7961485264	0.3522912474	-0.1772133218
84.651	2746	0.1399628007	283.6202850115	0.3522337885	-0.1772204743
84.674	2747	0.1399718606	283.4356596134	0.3521753759	-0.1772229777
84.695	2748	0.1399803245	283.2591702497	0.3521166058	-0.1772256003
84.717	2749	0.1399891460	283.0764223979	0.3520603390	-0.1772317992
84.740	2750	0.1399985635	282.9005588830	0.3520024033	-0.1772431241
84.754	2751	0.1400039279	282.7140559384	0.3519436331	-0.1772508727
84.776	2752	0.1400127494	282.5363148771	0.3518861742	-0.1772607671
84.792	2753	0.1400193059	282.3541928741	0.3518282385	-0.1772767411
84.818	2754	0.1400296772	282.1789552080	0.3517697067	-0.1772893773
84.835	2755	0.1400368297	281.9930781122	0.3517097444	-0.1772976027
84.856	2756	0.1400449359	281.8128336556	0.3516520471	-0.1773071395
84.882	2757	0.1400554264	281.6344667455	0.3515937538	-0.1773009406
84.897	2758	0.1400617445	281.4579773818	0.3515340299	-0.1772916423
84.914	2759	0.1400685394	281.2777329253	0.3514752597	-0.1772855626
84.943	2760	0.1400802219	281.0993660152	0.3514150591	-0.1772803174
84.966	2761	0.1400892818	280.9159923146	0.3513579578	-0.1772768603
84.991	2762	0.1400992954	280.7382512533	0.3512970419	-0.1772739993
85.008	2763	0.1401059711	280.5623877384	0.3512416095	-0.1772722112
85.033	2764	0.1401161039	280.3783881890	0.3511812896	-0.1772705422
85.059	2765	0.1401264751	280.2012729765	0.3511234731	-0.1772647010
85.078	2766	0.1401344621	280.0235319152	0.3510654182	-0.1772601710
85.101	2767	0.1401435220	279.8439133074	0.3510070056	-0.1772536145
85.129	2768	0.1401547277	279.6655463973	0.3509457321	-0.1772524224
85.143	2769	0.1401603305	279.4853019408	0.3508906574	-0.1772501574
85.160	2770	0.1401672447	279.3056833330	0.3508308143	-0.1772431241
85.186	2771	0.1401777351	279.1316973646	0.3507698983	-0.1772400246
85.199	2772	0.1401830995	278.9502012104	0.3507106513	-0.1772339450
85.230	2773	0.1401952589	278.7712084515	0.3506511659	-0.1772304879
85.256	2774	0.1402056301	278.5940932390	0.3505932302	-0.1772230969
85.265	2775	0.1402095640	278.4163521776	0.3505358905	-0.1772216664
85.287	2776	0.1402182663	278.2398628139	0.3504778356	-0.1772170172
85.314	2777	0.1402291143	278.0608700550	0.3504198998	-0.1772132025
85.332	2778	0.1402362669	277.8806255985	0.3503596992	-0.1772143946
85.358	2779	0.1402468765	277.6972518979	0.3503028363	-0.1772161828
85.382	2780	0.1402564132	277.5220142318	0.3502413243	-0.1772043811
85.400	2781	0.1402638042	277.3448990193	0.3501825541	-0.1772027121
85.416	2782	0.1402701223	277.1709130508	0.3501258105	-0.1771986590
85.434	2783	0.1402775133	276.9900427455	0.3500651330	-0.1772046195
85.470	2784	0.1402916992	276.8116758354	0.3500049323	-0.1772102223
85.485	2785	0.1402976597	276.6389415645	0.3499477118	-0.1772071229
85.509	2786	0.1403074348	276.4586971080	0.3498894185	-0.1772073613
85.519	2787	0.1403116071	276.2822077443	0.3498306483	-0.1772014008
85.547	2788	0.1403228128	276.1075959270	0.3497708052	-0.1771900759
85.572	2789	0.1403327072	275.9336099585	0.3497133463	-0.1772021161
85.588	2790	0.1403392637	275.7577464436	0.3496543377	-0.1772158252
85.617	2791	0.1403509462	275.5768761383	0.3495958060	-0.1772035466
85.632	2792	0.1403567875	275.4035160186	0.3495352477	-0.1771876918
85.657	2793	0.1403670395	275.2276525037	0.3494771927	-0.1772106992
85.682	2794	0.1403768146	275.0511631400	0.3494191378	-0.1772199975
85.698	2795	0.1403832519	274.8752996251	0.3493598908	-0.1772201167
85.721	2796	0.1403926695	274.7013136566	0.3493019551	-0.1772209512
85.751	2797	0.1404045904	274.5273276882	0.3492428273	-0.1772209512
85.772	2798	0.1404132927	274.3502124757	0.3491832226	-0.1772190438
85.799	2799	0.1404241407	274.1768523560	0.3491243332	-0.1772232161
85.810	2800	0.1404283130	274.0034922363	0.3490638941	-0.1772283421
85.831	2801	0.1404370153	273.8251253262	0.3490057200	-0.1772301303
85.856	2802	0.1404467905	273.6492618113	0.3489479035	-0.1772348986
85.879	2803	0.1404559696	273.4740241452	0.3488874643	-0.1772370444
85.898	2804	0.1404635990	273.2987864792	0.3488310783	-0.1772402631
85.931	2805	0.1404769504	273.1266780571	0.3487737387	-0.1772443162
85.945	2806	0.1404826725	272.9526920886	0.3487134188	-0.1772468196
85.967	2807	0.1404914940	272.7793319690	0.3486548870	-0.1772513495
85.979	2808	0.1404963816	272.6047201517	0.3485938518	-0.1772573100
86.006	2809	0.1405073488	272.4344892761	0.3485369890	-0.1772540913
86.027	2810	0.1405158127	272.2586257612	0.3484786957	-0.1772579060
86.050	2811	0.1405249918	272.0890207344	0.3484193294	-0.1772605286
86.081	2812	0.1405371511	271.9137830683	0.3483592479	-0.1772602902
86.102	2813	0.1405457342	271.7410487974	0.3483014314	-0.1772605286
86.114	2814	0.1405506218	271.5751988635	0.3482433765	-0.1772635089
86.137	2815	0.1405598009	271.4024645926	0.3481849640	-0.1772660123
86.168	2816	0.1405721987	271.2278527753	0.3481238096	-0.1772610055
86.185	2817	0.1405789936	271.0519892604	0.3480665891	-0.1772575484
86.211	2818	0.1405893648	270.8805066872	0.3480087726	-0.1772596942
86.233	2819	0.1405985439	270.7090241140	0.3479492872	-0.1772637473
86.254	2820	0.1406070078	270.5394190871	0.3478920667	-0.1772663699
86.280	2821	0.1406172598	270.3641814211	0.3478319852	-0.1772773372
86.297	2822	0.1406239355	270.1945763942	0.3477720229	-0.1772701846
86.316	2823	0.1406318033	270.0243455186	0.3477151601	-0.1772668467
86.335	2824	0.1406394327	269.8528629454	0.3476569860	-0.1772649394
86.350	2825	0.1406453932	269.6838837674	0.3475970237	-0.1772619592
86.383	2826	0.1406585062	269.5124011941	0.3475384919	-0.1772583829
86.395	2827	0.1406632746	269.3402927721	0.3474794833	-0.1772544490
86.424	2828	0.1406750763	269.1706877453	0.3474210708	-0.1772519456
86.442	2829	0.1406824673	269.0004568696	0.3473630159	-0.1772468196
86.465	2830	0.1406916464	268.8314776916	0.3473066299	-0.1772416936
86.480	2831	0.1406974876	268.6612468160	0.3472469060	-0.1772407399
86.500	2832	0.1407057131	268.4910159404	0.3471882550	-0.1772416936
86.521	2833	0.1407139385	268.3232884600	0.3471291272	-0.1772399054
86.541	2834	0.1407221640	268.1549351308	0.3470697610	-0.1772304879
86.559	2835	0.1407293165	267.9853301040	0.3470112292	-0.1772207127
86.581	2836	0.1407383764	267.8169767748	0.3469517438	-0.1772166596
86.611	2837	0.1407501781	267.6454942015	0.3468948809	-0.1772143946
86.633	2838	0.1407589996	267.4802701163	0.3468380181	-0.1772117720
86.652	2839	0.1407668674	267.3087875431	0.3467781750	-0.1772024737
86.675	2840	0.1407760466	267.1454410044	0.3467192857	-0.1771999703
86.692	2841	0.1407829607	266.9758359775	0.3466639725	-0.1771994935
86.709	2842	0.1407895172	266.8093601948	0.3466030566	-0.1771952019
86.744	2843	0.1408034647	266.6366259239	0.3465438096	-0.1771936522
86.755	2844	0.1408081139	266.4751569316	0.3464882580	-0.1771935330
86.769	2845	0.1408138359	266.3068036024	0.3464296071	-0.1771916257
86.790	2846	0.1408219421	266.1415795172	0.3463729826	-0.1771922217
86.811	2847	0.1408304060	265.9751037344	0.3463117091	-0.1771991359
86.842	2848	0.1408429230	265.8073762540	0.3462524620	-0.1772092686
86.867	2849	0.1408529366	265.6440297153	0.3461961953	-0.1772146331
86.882	2850	0.1408590162	265.4775539325	0.3461374251	-0.1772186862
86.895	2851	0.1408641422	265.3098264521	0.3460784165	-0.1772300111
86.907	2852	0.1408692682	265.1464799134	0.3460215536	-0.1772320376
86.930	2853	0.1408782089	264.9800041306	0.3459638563	-0.1772310839
86.956	2854	0.1408888186	264.8129024990	0.3459073511	-0.1772258387
86.979	2855	0.1408979977	264.6495559603	0.3458494154	-0.1772273885
86.998	2856	0.1409058655	264.4868352703	0.3457905260	-0.1772296534
87.018	2857	0.1409136141	264.3216111852	0.3457325903	-0.1772338258
87.048	2858	0.1409256542	264.1588904952	0.3456742970	-0.1772370444
87.056	2859	0.1409291113	263.9961698053	0.3456163612	-0.1772376405
87.079	2860	0.1409380520	263.8284423249	0.3455579487	-0.1772425280
87.104	2861	0.1409484232	263.6657216350	0.3454998938	-0.1772434817
87.128	2862	0.1409579599	263.5030009450	0.3454430309	-0.1772475348
87.155	2863	0.1409686888	263.3358993134	0.3453853336	-0.1772500382
87.167	2864	0.1409735764	263.1769337164	0.3453272787	-0.1772499190
87.189	2865	0.1409825171	263.0110837824	0.3452677933	-0.1772518264
87.200	2866	0.1409869278	262.8521181853	0.3452125993	-0.1772519456
87.222	2867	0.1409956301	262.6887716465	0.3451529947	-0.1772571908
87.249	2868	0.1410063589	262.5260509566	0.3450981584	-0.1772629128
87.265	2869	0.1410129154	262.3633302667	0.3450405803	-0.1772645818
87.283	2870	0.1410203064	262.2062422160	0.3449835983	-0.1772627936
87.307	2871	0.1410296047	262.0397664332	0.3449248281	-0.1772635089
87.331	2872	0.1410396183	261.8826783826	0.3448678461	-0.1772682772
87.345	2873	0.1410451019	261.7212093902	0.3448077646	-0.1772737609
87.358	2874	0.1410501087	261.5528560610	0.3447532859	-0.1772725688
87.381	2875	0.1410596455	261.3982714056	0.3446935621	-0.1772704230
87.410	2876	0.1410709704	261.2393058085	0.3446364608	-0.1772669659
87.427	2877	0.1410780037	261.0784626650	0.3445811477	-0.1772656546
87.438	2878	0.1410822952	260.9132385798	0.3445238080	-0.1772620784
87.463	2879	0.1410923088	260.7561505292	0.3444649186	-0.1772599326
87.481	2880	0.1410998190	260.5928039904	0.3444084134	-0.1772544490
87.503	2881	0.1411085213	260.4338383933	0.3443522659	-0.1772557603
87.532	2882	0.1411202038	260.2754986450	0.3442940917	-0.1772523032
87.547	2883	0.1411260451	260.1202881408	0.3442371097	-0.1772509919
87.573	2884	0.1411364163	259.9606966949	0.3441814389	-0.1772468196
87.588	2885	0.1411426151	259.8011052490	0.3441243377	-0.1772455083
87.605	2886	0.1411496485	259.6446430471	0.3440660443	-0.1772394286
87.614	2887	0.1411532248	259.4863032988	0.3440101352	-0.1772364484
87.647	2888	0.1411663378	259.3267118530	0.3439520802	-0.1772329913
87.672	2889	0.1411763514	259.1677462559	0.3438950982	-0.1772316800
87.689	2890	0.1411831463	259.0087806588	0.3438399043	-0.1772263156
87.706	2891	0.1411901797	258.8510667593	0.3437820878	-0.1772232161
87.724	2892	0.1411970938	258.6977338015	0.3437278476	-0.1772190438
87.736	2893	0.1412022198	258.5431491460	0.3436689582	-0.1772182093
87.763	2894	0.1412130678	258.3860610954	0.3436125722	-0.1772141562
87.789	2895	0.1412233198	258.2302247423	0.3435557093	-0.1772112952
87.806	2896	0.1412301148	258.0706332964	0.3434989657	-0.1772079573
87.821	2897	0.1412361944	257.9160486410	0.3434418645	-0.1772024737
87.841	2898	0.1412444199	257.7627156831	0.3433870282	-0.1772008048
87.870	2899	0.1412559832	257.6050017837	0.3433294501	-0.1771978245
87.891	2900	0.1412644470	257.4522946747	0.3432729449	-0.1771962748
87.912	2901	0.1412727917	257.2920773799	0.3432167973	-0.1771904336
87.932	2902	0.1412806595	257.1418736662	0.3431607689	-0.1771870957
87.946	2903	0.1412862624	256.9885407083	0.3431042637	-0.1771860228
87.968	2904	0.1412953223	256.8327043553	0.3430475201	-0.1771844731
87.986	2905	0.1413023556	256.6756163046	0.3429900612	-0.1771828042
88.009	2906	0.1413117731	256.5204058004	0.3429346289	-0.1771817313
88.036	2907	0.1413225020	256.3676986914	0.3428793158	-0.1771808968
88.051	2908	0.1413285817	256.2106106407	0.3428226914	-0.1771787511
88.074	2909	0.1413376416	256.0604069269	0.3427670206	-0.1771773206
88.094	2910	0.1413458670	255.9076998179	0.3427100386	-0.1771760092
88.109	2911	0.1413519467	255.7568702553	0.3426540102	-0.1771772013
88.131	2912	0.1413605297	255.6022855998	0.3425992931	-0.1771768437
88.141	2913	0.1413648213	255.4470750956	0.3425423111	-0.1771755324
88.161	2914	0.1413728083	255.2993747770	0.3424867596	-0.1771792279
88.179	2915	0.1413799609	255.1479193656	0.3424310888	-0.1771812545
88.197	2916	0.1413869942	254.9945864078	0.3423743452	-0.1771875726
88.211	2917	0.1413928355	254.8406276012	0.3423173632	-0.1771891223
88.234	2918	0.1414021338	254.6929272826	0.3422633614	-0.1771916257
88.268	2919	0.1414158429	254.5395943248	0.3422036375	-0.1771942483
88.287	2920	0.1414231146	254.3893906110	0.3421504701	-0.1771979438
88.293	2921	0.1414256180	254.2404385948	0.3420958723	-0.1772023545
88.317	2922	0.1414353932	254.0858539394	0.3420404400	-0.1772050963
88.334	2923	0.1414420689	253.9387794697	0.3419857229	-0.1772104607
88.345	2924	0.1414464796	253.7885757559	0.3419307674	-0.1772127257
88.369	2925	0.1414562548	253.6402495885	0.3418770040	-0.1772202359
88.389	2926	0.1414642418	253.4894200259	0.3418210949	-0.1772209512
88.409	2927	0.1414724673	253.3404680097	0.3417632784	-0.1772258387
88.439	2928	0.1414845074	253.1927676912	0.3417080844	-0.1772297726
88.454	2929	0.1414904679	253.0438156750	0.3416528905	-0.1772320376
88.474	2930	0.1414982165	252.8948636588	0.3415987695	-0.1772368060
88.500	2931	0.1415087069	252.7427823986	0.3415425027	-0.1772422896
88.517	2932	0.1415155018	252.5994630217	0.3414868320	-0.1772470580
88.534	2933	0.1415225352	252.4517627032	0.3414324726	-0.1772493230
88.561	2934	0.1415331448	252.3053140822	0.3413779939	-0.1772539721
88.576	2935	0.1415392245	252.1588654613	0.3413213695	-0.1772556411
88.605	2936	0.1415509070	252.0099134451	0.3412658180	-0.1772586213
88.620	2937	0.1415569867	251.8628389754	0.3412142003	-0.1772596942
88.639	2938	0.1415647353	251.7163903544	0.3411575759	-0.1772585021
88.658	2939	0.1415723647	251.5693158847	0.3411017860	-0.1772612439
88.671	2940	0.1415776099	251.4266223566	0.3410479034	-0.1772598134
88.689	2941	0.1415848816	251.2764186428	0.3409925902	-0.1772614823
88.715	2942	0.1415950144	251.1305958706	0.3409389461	-0.1772619592
88.735	2943	0.1416030015	250.9879023426	0.3408848250	-0.1772571908
88.748	2944	0.1416084851	250.8433312680	0.3408301080	-0.1772644625
88.770	2945	0.1416170681	250.6956309495	0.3407755101	-0.1772692309
88.795	2946	0.1416270817	250.5504340261	0.3407222236	-0.1772614823
88.806	2947	0.1416316117	250.4052371028	0.3406644071	-0.1772540913
88.822	2948	0.1416379298	250.2612918771	0.3406108821	-0.1772519456
88.844	2949	0.1416471089	250.1211017442	0.3405552113	-0.1772514687
88.856	2950	0.1416517581	249.9746531233	0.3405022824	-0.1772493230
88.878	2951	0.1416605795	249.8319595952	0.3404474461	-0.1772465812
88.903	2952	0.1416705931	249.6848851255	0.3403955901	-0.1772439585
88.924	2953	0.1416790570	249.5434432950	0.3403383696	-0.1772418128
88.935	2954	0.1416833485	249.3976205228	0.3402849639	-0.1772382365
88.961	2955	0.1416940774	249.2561786924	0.3402309621	-0.1772359715
88.980	2956	0.1417017067	249.1116076178	0.3401764834	-0.1772329913
88.993	2957	0.1417067135	248.9726691826	0.3401229584	-0.1772310839
89.015	2958	0.1417155350	248.8331048985	0.3400687182	-0.1772273885
89.033	2959	0.1417228068	248.6910372192	0.3400147164	-0.1772260772
89.057	2960	0.1417323435	248.5483436911	0.3399621451	-0.1772236930
89.075	2961	0.1417397345	248.4069018606	0.3399068320	-0.1772192822
89.087	2962	0.1417446221	248.2629566349	0.3398521149	-0.1772158252
89.111	2963	0.1417539204	248.1240181997	0.3397964442	-0.1772145139
89.121	2964	0.1417579735	247.9832022180	0.3397456610	-0.1772104607
89.151	2965	0.1417700137	247.8448896316	0.3396908247	-0.1772083150
89.169	2966	0.1417775239	247.7028219523	0.3396376574	-0.1772074805
89.182	2967	0.1417826499	247.5632576682	0.3395831787	-0.1772071229
89.201	2968	0.1417902793	247.4224416865	0.3395302498	-0.1772036658
89.218	2969	0.1417971934	247.2853807977	0.3394768440	-0.1772043811
89.236	2970	0.1418043460	247.1445648160	0.3394230806	-0.1772043811
89.258	2971	0.1418132867	247.0037488344	0.3393682444	-0.1772018777
89.286	2972	0.1418241347	246.8698171896	0.3393178188	-0.1772023545
89.297	2973	0.1418285454	246.7271236615	0.3392620289	-0.1772084342
89.313	2974	0.1418352212	246.5938178655	0.3392108881	-0.1772064076
89.337	2975	0.1418449963	246.4561311278	0.3391584360	-0.1772058116
89.358	2976	0.1418533410	246.3128117509	0.3391040766	-0.1772077189
89.369	2977	0.1418575133	246.1757508621	0.3390509092	-0.1772130833
89.405	2978	0.1418719376	246.0405675197	0.3389982187	-0.1772170172
89.416	2979	0.1418763484	245.9016290844	0.3389452898	-0.1772192822
89.427	2980	0.1418808783	245.7639423468	0.3388908111	-0.1772197591
89.444	2981	0.1418877925	245.6275073068	0.3388388359	-0.1772199975
89.467	2982	0.1418969716	245.4904464180	0.3387874567	-0.1772284613
89.486	2983	0.1419046010	245.3565147732	0.3387351238	-0.1772321568
89.496	2984	0.1419085349	245.2225831284	0.3386821949	-0.1772426472
89.527	2985	0.1419211711	245.0811412979	0.3386273586	-0.1772407399
89.544	2986	0.1419279660	244.9484613507	0.3385747873	-0.1772433625
89.558	2987	0.1419336880	244.8126521595	0.3385216199	-0.1772475348
89.572	2988	0.1419392909	244.6768429683	0.3384698831	-0.1772508727
89.591	2989	0.1419469203	244.5441630211	0.3384155237	-0.1772554026
89.605	2990	0.1419521655	244.4114830739	0.3383660518	-0.1772588597
89.624	2991	0.1419600333	244.2731704875	0.3383110963	-0.1772604094
89.638	2992	0.1419657553	244.1367354475	0.3382595979	-0.1772654162
89.652	2993	0.1419713582	244.0040555003	0.3382088148	-0.1772644625
89.667	2994	0.1419774379	243.8694980067	0.3381564819	-0.1772717343
89.701	2995	0.1419907893	243.7418248500	0.3381055795	-0.1772756682
89.714	2996	0.1419960345	243.6035122635	0.3380524122	-0.1772780524
89.730	2997	0.1420024718	243.4714581651	0.3380009137	-0.1772756682
89.750	2998	0.1420104588	243.3375265203	0.3379491769	-0.1772838937
89.767	2999	0.1420172538	243.2073499684	0.3378980361	-0.1772890197
89.787	3000	0.1420253600	243.0734183236	0.3378448688	-0.1772867547
89.806	3001	0.1420331086	242.9444934693	0.3377959930	-0.1772897349
89.813	3002	0.1420359696	242.8099359757	0.3377437793	-0.1772877084
89.842	3003	0.1420472945	242.6766301797	0.3376909696	-0.1772917615
89.857	3004	0.1420536126	242.5470794765	0.3376389943	-0.1773024903
89.869	3005	0.1420581425	242.4137736806	0.3375868999	-0.1773046361
89.887	3006	0.1420656527	242.2854746750	0.3375350438	-0.1773103581
89.893	3007	0.1420677985	242.1515430302	0.3374830686	-0.1773092852
89.918	3008	0.1420778121	242.0207406295	0.3374341927	-0.1773139344
89.946	3009	0.1420893754	241.8918157751	0.3373797141	-0.1773126231
89.957	3010	0.1420936669	241.7616392232	0.3373294078	-0.1773165570
89.974	3011	0.1421005811	241.6302109736	0.3372791014	-0.1773157225
89.989	3012	0.1421063031	241.5006602705	0.3372261725	-0.1773140536
90.009	3013	0.1421144093	241.3711095674	0.3371775351	-0.1773130999
90.027	3014	0.1421218003	241.2396813178	0.3371257983	-0.1773129807
90.044	3015	0.1421287144	241.1126340099	0.3370740615	-0.1773101197
90.065	3016	0.1421368207	240.9849608532	0.3370225630	-0.1773080931
90.087	3017	0.1421458806	240.8604169405	0.3369705878	-0.1773042785
90.100	3018	0.1421511258	240.7271111445	0.3369208775	-0.1773035632
90.119	3019	0.1421587552	240.6000638366	0.3368690215	-0.1772997485
90.136	3020	0.1421654309	240.4705131334	0.3368194304	-0.1772980796
90.153	3021	0.1421722258	240.3465950696	0.3367679320	-0.1772953378
90.183	3022	0.1421845044	240.2126634248	0.3367164336	-0.1772927151
90.199	3023	0.1421905841	240.0868678145	0.3366651736	-0.1772896157
90.221	3024	0.1421996440	239.9629497506	0.3366168938	-0.1772863971
90.232	3025	0.1422040547	239.8365282915	0.3365655146	-0.1772824632
90.248	3026	0.1422102536	239.7063517395	0.3365130625	-0.1772818671
90.268	3027	0.1422185983	239.5780527340	0.3364639483	-0.1772757874
90.283	3028	0.1422243203	239.4516312749	0.3364126883	-0.1772724496
90.302	3029	0.1422321881	239.3302166063	0.3363607130	-0.1772687541
90.322	3030	0.1422399367	239.2062985424	0.3363129101	-0.1772675620
90.333	3031	0.1422443475	239.0748702928	0.3362643919	-0.1772688733
90.351	3032	0.1422516192	238.9522039266	0.3362101517	-0.1772661315
90.372	3033	0.1422599639	238.8307892579	0.3361596069	-0.1772673236
90.392	3034	0.1422683085	238.7043677988	0.3361103735	-0.1772592173
90.404	3035	0.1422728385	238.5785721885	0.3360631666	-0.1772563563
90.417	3036	0.1422782029	238.4508990318	0.3360120258	-0.1772550450
90.435	3037	0.1422853555	238.3301102120	0.3359616003	-0.1772623168
90.447	3038	0.1422903623	238.2036887529	0.3359112940	-0.1772639857
90.464	3039	0.1422970380	238.0791448402	0.3358620605	-0.1772742377
90.480	3040	0.1423034753	237.9533492299	0.3358122311	-0.1772756682
90.497	3041	0.1423102702	237.8319345612	0.3357622824	-0.1772657738
90.511	3042	0.1423158730	237.7117715902	0.3357107839	-0.1772669659
90.529	3043	0.1423231448	237.5872276775	0.3356629810	-0.1772647010
90.547	3044	0.1423301782	237.4651871601	0.3356120786	-0.1772880660
90.562	3045	0.1423364963	237.3406432474	0.3355627260	-0.1772889005
90.588	3046	0.1423468675	237.2186027300	0.3355117044	-0.1772948609
90.607	3047	0.1423544969	237.0971880613	0.3354648552	-0.1773231135
90.624	3048	0.1423610534	236.9795284855	0.3354153833	-0.1773277627
90.638	3049	0.1423667754	236.8537328752	0.3353654346	-0.1773326503
90.656	3050	0.1423741664	236.7341957530	0.3353157243	-0.1773306237
90.671	3051	0.1423802461	236.6090259915	0.3352678022	-0.1773158418
90.692	3052	0.1423884715	236.4888630205	0.3352158269	-0.1773164378
90.708	3053	0.1423950280	236.3687000494	0.3351698122	-0.1773203717
90.728	3054	0.1424031343	236.2510404736	0.3351209363	-0.1773198949
90.738	3055	0.1424068297	236.1283741074	0.3350703916	-0.1773203717
90.755	3056	0.1424139823	236.0044560435	0.3350224695	-0.1773218022
90.777	3057	0.1424226846	235.8899257117	0.3349757394	-0.1773245440
90.789	3058	0.1424273337	235.7678851943	0.3349238834	-0.1773262130
90.810	3059	0.1424357976	235.6477222233	0.3348766765	-0.1773313390
90.820	3060	0.1424398507	235.5281851010	0.3348294696	-0.1773347960
90.845	3061	0.1424499835	235.4092738276	0.3347795209	-0.1773370610
90.857	3062	0.1424546327	235.2872333102	0.3347305259	-0.1773370610
90.872	3063	0.1424607123	235.1727029784	0.3346821269	-0.1773440944
90.893	3064	0.1424690570	235.0512883098	0.3346338472	-0.1773475514
90.903	3065	0.1424731101	234.9330028852	0.3345849713	-0.1773405181
90.920	3066	0.1424799050	234.8134657629	0.3345368108	-0.1773475514
90.933	3067	0.1424853887	234.6970578848	0.3344869813	-0.1773512469
90.938	3068	0.1424870576	234.5831534018	0.3344389400	-0.1773526774
90.954	3069	0.1424937333	234.4629904308	0.3343903026	-0.1773569690
90.979	3070	0.1425036277	234.3459567038	0.3343432149	-0.1773594724
90.996	3071	0.1425105418	234.2289229768	0.3342935046	-0.1773599492
91.012	3072	0.1425170983	234.1081341570	0.3342452248	-0.1773645984
91.025	3073	0.1425221051	233.9948555228	0.3341967067	-0.1773659097
91.042	3074	0.1425289001	233.8803251910	0.3341473540	-0.1773705588
91.053	3075	0.1425335492	233.7607880688	0.3341011008	-0.1773716317
91.075	3076	0.1425422515	233.6456318882	0.3340524634	-0.1773752080
91.095	3077	0.1425501193	233.5317274053	0.3340051373	-0.1773773538
91.111	3078	0.1425565566	233.4146936783	0.3339584073	-0.1773815261
91.117	3079	0.1425590600	233.3007891953	0.3339123925	-0.1773849831
91.139	3080	0.1425677623	233.1787486779	0.3338626822	-0.1773909436
91.146	3081	0.1425706233	233.0642183461	0.3338148793	-0.1773930894
91.159	3082	0.1425759877	232.9503138632	0.3337685069	-0.1773976193
91.175	3083	0.1425821866	232.8345318338	0.3337209424	-0.1773992883
91.202	3084	0.1425930347	232.7225048973	0.3336734971	-0.1774033414
91.221	3085	0.1426005448	232.6060970191	0.3336258133	-0.1774069177
